date,approval_date,increase_amount,label
6/18/2017,38.73221,0.00991000000000497,1
6/17/2017,38.7223,0.0528199999999970,1
6/16/2017,38.66948,0.280450000000002,2
6/15/2017,38.38903,0.00992999999999711,1
6/14/2017,38.3791,0.123760000000004,1
6/13/2017,38.25534,-0.0393300000000068,-1
6/12/2017,38.29467,0.200940000000003,2
6/11/2017,38.09373,-0.0340500000000006,-1
6/10/2017,38.12778,0.0858300000000014,1
6/9/2017,38.04195,-0.200640000000000,-2
6/8/2017,38.24259,-0.0376499999999993,-1
6/7/2017,38.28024,-0.323039999999999,-2
6/6/2017,38.60328,-0.394980000000004,-2
6/5/2017,38.99826,0.108049999999999,1
6/4/2017,38.89021,-0.107889999999998,-1
6/3/2017,38.9981,-0.108139999999999,-1
6/2/2017,39.10624,-0.00739999999999696,-1
6/1/2017,39.11364,-0.0335500000000053,-1
5/31/2017,39.14719,-0.0635899999999978,-1
5/30/2017,39.21078,-0.152619999999999,-1
5/29/2017,39.3634,-0.00390000000000157,-1
5/28/2017,39.3673,0.0900099999999995,1
5/27/2017,39.27729,-0.00312999999999875,-1
5/26/2017,39.28042,0.220869999999998,2
5/25/2017,39.05955,0.0656200000000027,1
5/24/2017,38.99393,-0.154040000000002,-1
5/23/2017,39.14797,0.365990000000004,2
5/22/2017,38.78198,-0.0481700000000060,-1
5/21/2017,38.83015,0.0286700000000053,1
5/20/2017,38.80148,-0.0592299999999995,-1
5/19/2017,38.86071,-0.589650000000006,-2
5/18/2017,39.45036,-0.230939999999997,-2
5/17/2017,39.6813,-0.225409999999997,-2
5/16/2017,39.90671,-0.598930000000003,-2
5/15/2017,40.50564,-0.132140000000000,-1
5/14/2017,40.63778,-0.445250000000002,-2
5/13/2017,41.08303,-0.0464300000000009,-1
5/12/2017,41.12946,-0.0284599999999955,-1
5/11/2017,41.15792,-0.0570000000000022,-1
5/10/2017,41.21492,-0.718360000000004,-2
5/9/2017,41.93328,-0.235339999999994,-2
5/8/2017,42.16862,0.0325099999999949,1
5/7/2017,42.13611,-0.0431699999999964,-1
5/6/2017,42.17928,-0.157080000000001,-1
5/5/2017,42.33636,-0.0932999999999993,-1
5/4/2017,42.42966,0.0467200000000005,1
5/3/2017,42.38294,0.388129999999997,2
5/2/2017,41.99481,0.121720000000003,1
5/1/2017,41.87309,-0.114670000000004,-1
4/30/2017,41.98776,-0.00901999999999958,-1
4/29/2017,41.99678,0.0419800000000024,1
4/28/2017,41.9548,-0.186000000000000,-1
4/27/2017,42.1408,0.153559999999999,1
4/26/2017,41.98724,0.562910000000002,2
4/25/2017,41.42433,-0.337530000000001,-2
4/24/2017,41.76186,0.128000000000000,1
4/23/2017,41.63386,-0.248269999999998,-2
4/22/2017,41.88213,-0.0122600000000048,-1
4/21/2017,41.89439,-0.130080000000000,-1
4/20/2017,42.02447,0.104379999999999,1
4/19/2017,41.92009,0.218499999999999,2
4/18/2017,41.70159,0.0719300000000018,1
4/17/2017,41.62966,0.289349999999999,2
4/16/2017,41.34031,0.107559999999999,1
4/15/2017,41.23275,-0.0381299999999953,-1
4/14/2017,41.27088,-0.173330000000000,-1
4/13/2017,41.44421,-0.199960000000004,-1
4/12/2017,41.64417,0.130910000000000,1
4/11/2017,41.51326,0.635950000000001,2
4/10/2017,40.87731,0.460300000000004,2
4/9/2017,40.41701,0.0157299999999978,1
4/8/2017,40.40128,0.0129299999999972,1
4/7/2017,40.38835,-0.0223999999999975,-1
4/6/2017,40.41075,-0.249409999999997,-2
4/5/2017,40.66016,0.644909999999996,2
4/4/2017,40.01525,0.167420000000000,1
4/3/2017,39.84783,-0.600650000000002,-2
4/2/2017,40.44848,-0.100569999999998,-1
4/1/2017,40.54905,0.0672600000000045,1
3/31/2017,40.48179,-0.154390000000006,-1
3/30/2017,40.63618,-0.567459999999997,-2
3/29/2017,41.20364,-0.354309999999998,-2
3/28/2017,41.55795,-0.252940000000002,-2
3/27/2017,41.81089,-0.277090000000001,-2
3/26/2017,42.08798,-0.0604299999999967,-1
3/25/2017,42.14841,-0.00784000000000162,-1
3/24/2017,42.15625,-0.131480000000003,-1
3/23/2017,42.28773,-0.0530299999999997,-1
3/22/2017,42.34076,-0.0769299999999973,-1
3/21/2017,42.41769,-0.144140000000000,-1
3/20/2017,42.56183,0.0790399999999991,1
3/19/2017,42.48279,-0.226680000000002,-2
3/18/2017,42.70947,-0.652349999999998,-2
3/17/2017,43.36182,-0.230100000000000,-2
3/16/2017,43.59192,-0.140079999999998,-1
3/15/2017,43.732,-0.564149999999998,-2
3/14/2017,44.29615,-0.243120000000005,-2
